cell_id,cell_type
74_548,Cancer Epithelial
74_549,Cancer Epithelial
74_550,Cancer Epithelial
74_551,Cancer Epithelial
74_552,CAFs
74_553,Cancer Epithelial
74_554,Cancer Epithelial
74_555,Cancer Epithelial
74_556,Cancer Epithelial
74_557,Cancer Epithelial
74_558,Cancer Epithelial
74_559,Cancer Epithelial
74_560,Cancer Epithelial
74_561,Cancer Epithelial
74_562,CAFs
74_563,CAFs
74_564,PVL
74_565,Cancer Epithelial
74_566,Cancer Epithelial
74_567,Cancer Epithelial
74_569,Cancer Epithelial
74_570,CAFs
74_571,Cancer Epithelial
74_572,Cancer Epithelial
74_573,Cancer Epithelial
74_574,Endothelial
74_575,Myeloid
74_576,CAFs
74_577,Cancer Epithelial
74_579,Cancer Epithelial
74_580,CAFs
74_581,Cancer Epithelial
74_582,Cancer Epithelial
74_583,Cancer Epithelial
74_584,Cancer Epithelial
74_585,Myeloid
74_586,CAFs
74_587,Cancer Epithelial
74_588,CAFs
74_589,Cancer Epithelial
74_590,Cancer Epithelial
74_591,CAFs
74_592,Cancer Epithelial
74_593,Cancer Epithelial
74_594,Cancer Epithelial
74_595,Cancer Epithelial
74_596,Cancer Epithelial
74_597,Cancer Epithelial
74_598,Cancer Epithelial
74_599,Cancer Epithelial
74_600,Cancer Epithelial
74_601,Cancer Epithelial
74_602,Cancer Epithelial
74_603,Cancer Epithelial
74_604,Cancer Epithelial
74_605,Cancer Epithelial
74_606,Cancer Epithelial
74_607,Cancer Epithelial
74_608,CAFs
74_609,Cancer Epithelial
74_610,CAFs
74_611,Cancer Epithelial
74_613,CAFs
74_614,Cancer Epithelial
74_615,CAFs
74_616,Cancer Epithelial
74_617,Cancer Epithelial
74_618,Cancer Epithelial
74_619,PVL
74_620,Cancer Epithelial
74_621,Cancer Epithelial
74_622,CAFs
74_623,Endothelial
74_624,Cancer Epithelial
74_625,PVL
74_626,Cancer Epithelial
74_627,Cancer Epithelial
74_628,Cancer Epithelial
74_629,PVL
74_631,Cancer Epithelial
74_632,Cancer Epithelial
74_633,Cancer Epithelial
74_634,Cancer Epithelial
74_635,Endothelial
74_636,Cancer Epithelial
74_637,Cancer Epithelial
74_638,Cancer Epithelial
74_639,Cancer Epithelial
74_640,Cancer Epithelial
74_641,Cancer Epithelial
74_642,Cancer Epithelial
74_643,Cancer Epithelial
74_644,Cancer Epithelial
74_645,Cancer Epithelial
74_646,Cancer Epithelial
74_647,Cancer Epithelial
74_648,Cancer Epithelial
74_649,Cancer Epithelial
74_650,Cancer Epithelial
74_651,Cancer Epithelial
74_652,Cancer Epithelial
74_653,Cancer Epithelial
74_654,CAFs
74_655,Cancer Epithelial
74_656,Cancer Epithelial
74_657,Cancer Epithelial
74_658,Cancer Epithelial
74_659,Cancer Epithelial
74_660,Cancer Epithelial
74_661,Cancer Epithelial
74_662,Cancer Epithelial
74_664,Cancer Epithelial
74_665,Cancer Epithelial
74_666,Cancer Epithelial
74_667,Endothelial
74_668,Cancer Epithelial
74_669,CAFs
74_670,Cancer Epithelial
74_671,Endothelial
74_672,Cancer Epithelial
74_673,Cancer Epithelial
74_674,Cancer Epithelial
74_676,Cancer Epithelial
74_677,CAFs
74_678,Cancer Epithelial
74_679,Cancer Epithelial
74_680,Cancer Epithelial
74_681,Cancer Epithelial
74_682,Cancer Epithelial
74_683,Cancer Epithelial
74_684,Cancer Epithelial
74_685,CAFs
74_686,CAFs
74_687,Cancer Epithelial
74_688,Cancer Epithelial
74_689,CAFs
74_690,Cancer Epithelial
74_691,Cancer Epithelial
74_692,CAFs
74_693,Cancer Epithelial
74_694,Endothelial
74_695,Cancer Epithelial
74_696,PVL
74_697,Cancer Epithelial
74_698,CAFs
74_699,Cancer Epithelial
74_700,Cancer Epithelial
74_701,Cancer Epithelial
74_702,Endothelial
74_703,CAFs
74_704,Cancer Epithelial
74_705,Endothelial
74_706,Cancer Epithelial
74_707,Cancer Epithelial
74_708,PVL
74_709,Cancer Epithelial
74_710,Cancer Epithelial
74_711,Cancer Epithelial
74_712,Cancer Epithelial
74_713,Cancer Epithelial
74_714,Cancer Epithelial
74_715,PVL
74_716,Cancer Epithelial
74_717,Cancer Epithelial
74_718,Cancer Epithelial
74_719,Cancer Epithelial
74_720,Cancer Epithelial
74_721,Cancer Epithelial
74_722,Endothelial
74_723,Cancer Epithelial
74_724,CAFs
74_725,Cancer Epithelial
74_726,Cancer Epithelial
74_727,Endothelial
74_728,Cancer Epithelial
74_729,Cancer Epithelial
74_730,Cancer Epithelial
74_731,Cancer Epithelial
74_732,Cancer Epithelial
74_733,Cancer Epithelial
74_734,Cancer Epithelial
74_735,Cancer Epithelial
74_736,CAFs
74_737,CAFs
74_738,Endothelial
74_739,Cancer Epithelial
74_740,Endothelial
74_741,Myeloid
74_742,Cancer Epithelial
74_743,Endothelial
74_744,Cancer Epithelial
74_745,CAFs
74_746,Cancer Epithelial
74_747,Cancer Epithelial
74_748,Cancer Epithelial
74_749,Cancer Epithelial
74_750,CAFs
74_751,Cancer Epithelial
74_752,Cancer Epithelial
74_753,CAFs
74_754,Cancer Epithelial
74_755,Endothelial
74_756,Cancer Epithelial
74_757,Cancer Epithelial
74_758,Cancer Epithelial
74_759,Cancer Epithelial
74_760,Cancer Epithelial
74_761,Cancer Epithelial
74_762,Cancer Epithelial
74_763,Cancer Epithelial
74_764,Cancer Epithelial
74_765,Cancer Epithelial
74_766,Endothelial
74_767,Cancer Epithelial
74_768,Cancer Epithelial
74_769,PVL
74_770,Cancer Epithelial
74_771,Cancer Epithelial
74_772,CAFs
74_773,Plasmablasts
74_774,Cancer Epithelial
74_775,Cancer Epithelial
74_776,Cancer Epithelial
74_777,Cancer Epithelial
74_778,Cancer Epithelial
74_779,Cancer Epithelial
74_780,Cancer Epithelial
74_781,Cancer Epithelial
74_782,Cancer Epithelial
74_783,Cancer Epithelial
74_784,Cancer Epithelial
74_785,Cancer Epithelial
74_786,Cancer Epithelial
74_787,Cancer Epithelial
74_788,Endothelial
74_789,Cancer Epithelial
74_790,Cancer Epithelial
74_791,CAFs
74_792,Cancer Epithelial
74_793,Cancer Epithelial
74_794,Cancer Epithelial
74_795,Cancer Epithelial
74_796,CAFs
74_797,Cancer Epithelial
74_798,CAFs
74_799,Cancer Epithelial
74_800,Cancer Epithelial
74_801,Cancer Epithelial
74_802,CAFs
74_803,Cancer Epithelial
74_804,Cancer Epithelial
74_805,CAFs
74_806,CAFs
74_807,CAFs
74_808,Cancer Epithelial
74_809,CAFs
74_810,Cancer Epithelial
74_811,CAFs
74_812,Cancer Epithelial
74_813,Cancer Epithelial
74_814,Cancer Epithelial
74_815,Cancer Epithelial
74_816,Cancer Epithelial
74_817,Cancer Epithelial
74_818,Cancer Epithelial
74_819,Cancer Epithelial
74_820,Cancer Epithelial
74_821,Cancer Epithelial
74_822,Cancer Epithelial
74_823,Cancer Epithelial
74_824,Cancer Epithelial
74_825,CAFs
74_826,Cancer Epithelial
74_827,Cancer Epithelial
74_828,Cancer Epithelial
74_829,Cancer Epithelial
74_830,Cancer Epithelial
74_831,CAFs
74_832,CAFs
74_833,Cancer Epithelial
74_834,Cancer Epithelial
74_835,CAFs
74_836,Cancer Epithelial
74_837,Myeloid
74_838,Cancer Epithelial
74_839,Cancer Epithelial
74_840,Cancer Epithelial
74_841,Cancer Epithelial
74_842,Cancer Epithelial
74_843,Cancer Epithelial
74_844,Cancer Epithelial
74_845,Cancer Epithelial
74_846,Cancer Epithelial
74_847,PVL
74_848,Cancer Epithelial
74_849,Cancer Epithelial
74_850,Cancer Epithelial
74_851,Cancer Epithelial
74_852,Cancer Epithelial
74_853,Endothelial
74_854,Cancer Epithelial
74_855,PVL
74_856,PVL
74_857,Cancer Epithelial
74_858,Cancer Epithelial
74_859,Cancer Epithelial
74_860,Cancer Epithelial
74_861,Cancer Epithelial
74_862,Cancer Epithelial
74_863,Cancer Epithelial
74_864,Endothelial
74_865,Cancer Epithelial
74_866,Cancer Epithelial
74_867,CAFs
74_868,PVL
74_869,Cancer Epithelial
74_870,Cancer Epithelial
74_871,Cancer Epithelial
74_872,Cancer Epithelial
74_873,Cancer Epithelial
74_874,Cancer Epithelial
74_875,Cancer Epithelial
74_876,Cancer Epithelial
74_877,Cancer Epithelial
74_878,Cancer Epithelial
74_879,Cancer Epithelial
74_880,Cancer Epithelial
74_881,Cancer Epithelial
74_882,CAFs
74_883,Cancer Epithelial
74_884,PVL
74_885,Cancer Epithelial
74_886,CAFs
74_887,Cancer Epithelial
74_888,Cancer Epithelial
74_889,Cancer Epithelial
74_890,Cancer Epithelial
74_891,Cancer Epithelial
74_892,Cancer Epithelial
74_893,CAFs
74_894,Cancer Epithelial
74_895,Cancer Epithelial
74_896,Cancer Epithelial
74_897,Cancer Epithelial
74_898,Cancer Epithelial
74_899,Cancer Epithelial
74_900,Cancer Epithelial
74_901,Cancer Epithelial
74_902,Cancer Epithelial
74_903,Cancer Epithelial
74_904,CAFs
74_905,Cancer Epithelial
74_906,Cancer Epithelial
74_907,Cancer Epithelial
74_908,Cancer Epithelial
74_909,Cancer Epithelial
74_910,Cancer Epithelial
74_911,Cancer Epithelial
74_912,Cancer Epithelial
74_913,Cancer Epithelial
74_914,Cancer Epithelial
74_915,Cancer Epithelial
74_916,Cancer Epithelial
74_917,Cancer Epithelial
74_918,Cancer Epithelial
74_919,Cancer Epithelial
74_920,Cancer Epithelial
74_921,Cancer Epithelial
74_922,Cancer Epithelial
74_923,Cancer Epithelial
74_924,Cancer Epithelial
74_925,Cancer Epithelial
74_926,Cancer Epithelial
74_927,Cancer Epithelial
74_928,Cancer Epithelial
74_929,Cancer Epithelial
74_930,CAFs
74_931,Cancer Epithelial
74_932,Cancer Epithelial
74_933,Cancer Epithelial
74_934,Cancer Epithelial
74_935,Cancer Epithelial
74_936,Cancer Epithelial
74_937,PVL
74_938,Cancer Epithelial
74_939,CAFs
74_940,Cancer Epithelial
74_941,Cancer Epithelial
74_942,Cancer Epithelial
74_943,CAFs
74_944,Cancer Epithelial
74_945,Cancer Epithelial
74_946,Cancer Epithelial
74_947,Cancer Epithelial
74_948,Cancer Epithelial
74_949,Cancer Epithelial
74_950,Cancer Epithelial
74_951,Cancer Epithelial
74_952,Cancer Epithelial
74_953,Cancer Epithelial
74_954,CAFs
74_955,Cancer Epithelial
74_956,CAFs
74_957,Cancer Epithelial
74_958,Cancer Epithelial
74_959,Cancer Epithelial
74_960,Cancer Epithelial
74_961,Cancer Epithelial
74_962,CAFs
74_963,Cancer Epithelial
74_964,Cancer Epithelial
74_965,Cancer Epithelial
74_966,Cancer Epithelial
74_967,Cancer Epithelial
74_968,Cancer Epithelial
74_969,Cancer Epithelial
74_970,Cancer Epithelial
74_971,Cancer Epithelial
74_972,Cancer Epithelial
74_973,Cancer Epithelial
74_974,Cancer Epithelial
74_975,Cancer Epithelial
74_976,Cancer Epithelial
74_977,Cancer Epithelial
74_978,Cancer Epithelial
74_979,Cancer Epithelial
74_980,Cancer Epithelial
74_981,Cancer Epithelial
74_982,Cancer Epithelial
74_983,Cancer Epithelial
74_984,Cancer Epithelial
74_985,Cancer Epithelial
74_986,Cancer Epithelial
74_987,Cancer Epithelial
74_988,Cancer Epithelial
74_989,Cancer Epithelial
74_990,Cancer Epithelial
74_992,Cancer Epithelial
74_993,Cancer Epithelial
74_994,Cancer Epithelial
74_995,Cancer Epithelial
74_996,Cancer Epithelial
74_997,Cancer Epithelial
74_998,Cancer Epithelial
74_999,PVL
74_1000,Cancer Epithelial
74_1001,Cancer Epithelial
74_1002,Cancer Epithelial
74_1003,Cancer Epithelial
74_1004,Cancer Epithelial
74_1005,Cancer Epithelial
74_1006,Cancer Epithelial
74_1007,Cancer Epithelial
74_1008,Cancer Epithelial
74_1009,CAFs
74_1010,Cancer Epithelial
74_1011,Cancer Epithelial
74_1012,Cancer Epithelial
74_1013,Cancer Epithelial
74_1014,Cancer Epithelial
74_1015,Cancer Epithelial
74_1016,Cancer Epithelial
74_1017,Cancer Epithelial
74_1018,Cancer Epithelial
74_1019,Cancer Epithelial
74_1020,Cancer Epithelial
74_1021,Cancer Epithelial
74_1022,Cancer Epithelial
74_1023,Cancer Epithelial
74_1024,Cancer Epithelial
74_1025,Cancer Epithelial
74_1026,Cancer Epithelial
74_1027,Cancer Epithelial
74_1028,Cancer Epithelial
74_1029,Cancer Epithelial
74_1030,Cancer Epithelial
74_1031,Cancer Epithelial
74_1032,Cancer Epithelial
74_1033,Cancer Epithelial
74_1034,Cancer Epithelial
74_1035,Cancer Epithelial
74_1036,Cancer Epithelial
74_1037,Cancer Epithelial
74_1038,Cancer Epithelial
74_1039,CAFs
74_1040,Cancer Epithelial
74_1041,Cancer Epithelial
74_1042,Cancer Epithelial
74_1043,Cancer Epithelial
74_1044,Cancer Epithelial
74_1045,Cancer Epithelial
74_1046,Cancer Epithelial
74_1047,Cancer Epithelial
74_1048,Cancer Epithelial
74_1049,Cancer Epithelial
74_1050,Cancer Epithelial
74_1051,Cancer Epithelial
74_1052,Cancer Epithelial
74_1053,Cancer Epithelial
74_1054,Cancer Epithelial
74_1055,Cancer Epithelial
74_1056,Cancer Epithelial
74_1057,Cancer Epithelial
74_1058,Cancer Epithelial
74_1059,Cancer Epithelial
74_1060,CAFs
74_1061,Cancer Epithelial
74_1062,CAFs
74_1063,Cancer Epithelial
74_1064,CAFs
74_1065,CAFs
74_1066,PVL
74_1067,Cancer Epithelial
74_1068,CAFs
74_1069,Cancer Epithelial
74_1070,Cancer Epithelial
74_1071,Cancer Epithelial
74_1072,Cancer Epithelial
74_1073,Cancer Epithelial
74_1074,Cancer Epithelial
74_1075,Cancer Epithelial
74_1076,Cancer Epithelial
74_1077,Cancer Epithelial
74_1078,Cancer Epithelial
74_1079,Cancer Epithelial
74_1080,Cancer Epithelial
74_1081,Cancer Epithelial
74_1082,Cancer Epithelial
74_1083,CAFs
74_1084,Cancer Epithelial
74_1085,Cancer Epithelial
74_1086,CAFs
74_1087,Cancer Epithelial
74_1088,Cancer Epithelial
74_1089,Cancer Epithelial
74_1090,Cancer Epithelial
74_1091,Cancer Epithelial
74_1092,Cancer Epithelial
74_1093,Cancer Epithelial
74_1094,Endothelial
74_1095,Cancer Epithelial
74_1096,Cancer Epithelial
74_1097,Cancer Epithelial
74_1098,Cancer Epithelial
74_1099,Cancer Epithelial
74_1100,Cancer Epithelial
74_1101,Cancer Epithelial
74_1102,Cancer Epithelial
74_1103,Cancer Epithelial
74_1104,Cancer Epithelial
74_1105,Cancer Epithelial
74_1106,Cancer Epithelial
74_1107,Myeloid
74_1108,CAFs
74_1109,CAFs
74_1110,Cancer Epithelial
74_1111,Cancer Epithelial
74_1112,Cancer Epithelial
74_1113,Cancer Epithelial
74_1114,Cancer Epithelial
74_1115,Cancer Epithelial
74_1116,Cancer Epithelial
74_1117,Cancer Epithelial
74_1118,Cancer Epithelial
74_1119,Cancer Epithelial
74_1120,Cancer Epithelial
74_1121,Cancer Epithelial
74_1122,Cancer Epithelial
74_1123,Cancer Epithelial
74_1124,Cancer Epithelial
74_1125,Cancer Epithelial
74_1126,Cancer Epithelial
74_1127,Cancer Epithelial
74_1128,Cancer Epithelial
74_1129,Plasmablasts
74_1130,Cancer Epithelial
74_1131,Cancer Epithelial
74_1132,Cancer Epithelial
74_1133,Cancer Epithelial
74_1134,Cancer Epithelial
74_1135,Cancer Epithelial
74_1136,Cancer Epithelial
74_1137,Cancer Epithelial
74_1138,PVL
74_1139,Cancer Epithelial
74_1140,Cancer Epithelial
74_1141,Cancer Epithelial
74_1142,Cancer Epithelial
74_1143,Cancer Epithelial
74_1144,Cancer Epithelial
74_1145,Cancer Epithelial
74_1146,Cancer Epithelial
74_1147,Cancer Epithelial
74_1148,Cancer Epithelial
74_1149,PVL
74_1150,Cancer Epithelial
74_1151,Cancer Epithelial
74_1152,Cancer Epithelial
74_1153,Cancer Epithelial
74_1154,Cancer Epithelial
74_1155,Cancer Epithelial
74_1156,Cancer Epithelial
74_1157,Cancer Epithelial
74_1158,Cancer Epithelial
74_1159,CAFs
74_1160,Cancer Epithelial
74_1161,Cancer Epithelial
74_1162,Cancer Epithelial
74_1163,Cancer Epithelial
74_1164,CAFs
74_1165,Cancer Epithelial
74_1166,Cancer Epithelial
74_1167,Cancer Epithelial
74_1168,CAFs
74_1169,Cancer Epithelial
74_1170,Cancer Epithelial
74_1171,Cancer Epithelial
74_1172,Endothelial
74_1173,Cancer Epithelial
74_1174,Cancer Epithelial
74_1175,Cancer Epithelial
74_1176,PVL
74_1177,Cancer Epithelial
74_1178,CAFs
74_1179,Cancer Epithelial
74_1180,Cancer Epithelial
74_1181,Cancer Epithelial
74_1182,Cancer Epithelial
74_1183,Endothelial
74_1184,CAFs
74_1185,Cancer Epithelial
74_1186,Cancer Epithelial
74_1187,Cancer Epithelial
74_1188,Cancer Epithelial
74_1189,CAFs
74_1190,Cancer Epithelial
74_1191,Cancer Epithelial
74_1192,Cancer Epithelial
74_1193,Cancer Epithelial
74_1194,Cancer Epithelial
74_1195,Cancer Epithelial
74_1196,Cancer Epithelial
74_1197,Cancer Epithelial
74_1198,Cancer Epithelial
74_1199,Cancer Epithelial
74_1200,Cancer Epithelial
74_1201,Cancer Epithelial
74_1202,Cancer Epithelial
74_1203,Endothelial
74_1204,Cancer Epithelial
74_1205,Cancer Epithelial
74_1206,Cancer Epithelial
74_1207,Cancer Epithelial
74_1208,PVL
74_1209,CAFs
74_1210,Cancer Epithelial
74_1211,Cancer Epithelial
74_1212,Cancer Epithelial
74_1213,CAFs
74_1214,Cancer Epithelial
74_1215,CAFs
74_1216,Cancer Epithelial
74_1217,Cancer Epithelial
74_1218,Cancer Epithelial
74_1219,Cancer Epithelial
74_1220,PVL
74_1221,Cancer Epithelial
74_1222,Cancer Epithelial
74_1223,Cancer Epithelial
74_1224,Cancer Epithelial
74_1225,Endothelial
74_1226,Cancer Epithelial
74_1227,Cancer Epithelial
74_1228,Cancer Epithelial
74_1229,Cancer Epithelial
74_1230,Cancer Epithelial
74_1231,Cancer Epithelial
74_1232,CAFs
74_1233,Cancer Epithelial
74_1234,Cancer Epithelial
74_1235,Cancer Epithelial
74_1236,Cancer Epithelial
74_1237,Cancer Epithelial
74_1238,Cancer Epithelial
74_1239,Cancer Epithelial
74_1240,CAFs
74_1241,Cancer Epithelial
74_1242,Cancer Epithelial
74_1243,Cancer Epithelial
74_1244,Cancer Epithelial
74_1245,Cancer Epithelial
74_1246,CAFs
74_1247,Cancer Epithelial
74_1248,Cancer Epithelial
74_1249,Cancer Epithelial
74_1250,CAFs
74_1251,Cancer Epithelial
74_1252,Cancer Epithelial
74_1253,Cancer Epithelial
74_1254,Cancer Epithelial
74_1255,Cancer Epithelial
74_1256,Cancer Epithelial
74_1257,Cancer Epithelial
74_1258,Cancer Epithelial
74_1259,Endothelial
74_1260,Cancer Epithelial
74_1261,Cancer Epithelial
74_1262,Cancer Epithelial
74_1263,Cancer Epithelial
74_1264,Cancer Epithelial
74_1265,CAFs
74_1266,Cancer Epithelial
74_1267,Cancer Epithelial
74_1268,Cancer Epithelial
74_1269,Cancer Epithelial
74_1270,CAFs
74_1271,Cancer Epithelial
74_1272,CAFs
74_1273,Cancer Epithelial
74_1274,Cancer Epithelial
74_1275,Cancer Epithelial
74_1276,Cancer Epithelial
74_1277,Cancer Epithelial
74_1278,Cancer Epithelial
74_1279,Cancer Epithelial
74_1280,Cancer Epithelial
74_1281,Cancer Epithelial
74_1282,Cancer Epithelial
74_1283,Cancer Epithelial
74_1284,Cancer Epithelial
74_1285,Cancer Epithelial
74_1286,PVL
74_1287,Cancer Epithelial
74_1288,Cancer Epithelial
74_1289,CAFs
74_1290,CAFs
74_1291,Cancer Epithelial
74_1292,Cancer Epithelial
74_1293,Cancer Epithelial
74_1294,Cancer Epithelial
74_1295,Endothelial
74_1296,Cancer Epithelial
74_1297,Cancer Epithelial
74_1298,Cancer Epithelial
74_1299,Cancer Epithelial
74_1300,PVL
74_1301,Cancer Epithelial
74_1302,Cancer Epithelial
74_1303,Endothelial
74_1304,Cancer Epithelial
74_1305,Cancer Epithelial
74_1306,Cancer Epithelial
74_1307,Myeloid
74_1308,Cancer Epithelial
74_1309,Cancer Epithelial
74_1310,Cancer Epithelial
74_1311,Cancer Epithelial
74_1312,Cancer Epithelial
74_1313,Cancer Epithelial
74_1314,Cancer Epithelial
74_1315,Cancer Epithelial
74_1316,Cancer Epithelial
74_1317,Cancer Epithelial
74_1318,Endothelial
74_1319,Cancer Epithelial
74_1320,Cancer Epithelial
74_1321,Cancer Epithelial
74_1322,Cancer Epithelial
74_1323,Cancer Epithelial
74_1324,Cancer Epithelial
74_1325,Cancer Epithelial
74_1326,Cancer Epithelial
74_1327,Cancer Epithelial
74_1328,Cancer Epithelial
74_1329,PVL
74_1330,Cancer Epithelial
74_1331,Cancer Epithelial
74_1332,Cancer Epithelial
74_1333,Cancer Epithelial
74_1334,Cancer Epithelial
74_1335,Endothelial
74_1336,Cancer Epithelial
74_1337,Cancer Epithelial
74_1338,Endothelial
74_1339,Cancer Epithelial
74_1340,Cancer Epithelial
74_1341,Cancer Epithelial
74_1342,Cancer Epithelial
74_1343,Cancer Epithelial
74_1344,Cancer Epithelial
74_1345,Cancer Epithelial
74_1346,Cancer Epithelial
74_1347,Cancer Epithelial
74_1348,Cancer Epithelial
74_1349,PVL
74_1350,Cancer Epithelial
74_1351,Cancer Epithelial
74_1352,Cancer Epithelial
74_1353,Cancer Epithelial
74_1354,Cancer Epithelial
74_1355,Cancer Epithelial
74_1356,PVL
74_1357,PVL
74_1358,Endothelial
74_1359,Cancer Epithelial
74_1360,Cancer Epithelial
74_1361,Cancer Epithelial
74_1362,Cancer Epithelial
74_1363,Cancer Epithelial
74_1364,Cancer Epithelial
74_1365,Cancer Epithelial
74_1366,Cancer Epithelial
74_1367,Cancer Epithelial
74_1368,Cancer Epithelial
74_1369,Endothelial
74_1370,Endothelial
74_1371,PVL
74_1372,Cancer Epithelial
74_1373,Cancer Epithelial
74_1374,Cancer Epithelial
74_1375,Cancer Epithelial
74_1376,Cancer Epithelial
74_1377,Cancer Epithelial
74_1378,Cancer Epithelial
74_1379,Cancer Epithelial
74_1380,Cancer Epithelial
74_1381,Cancer Epithelial
74_1382,Cancer Epithelial
74_1383,Cancer Epithelial
74_1384,Cancer Epithelial
74_1385,PVL
74_1386,Cancer Epithelial
74_1387,CAFs
74_1388,PVL
74_1389,Cancer Epithelial
74_1390,Cancer Epithelial
74_1391,Cancer Epithelial
74_1392,Cancer Epithelial
74_1393,Cancer Epithelial
74_1394,Cancer Epithelial
74_1395,Cancer Epithelial
74_1396,Cancer Epithelial
74_1397,Cancer Epithelial
74_1398,Cancer Epithelial
74_1399,Cancer Epithelial
74_1400,Cancer Epithelial
74_1401,Cancer Epithelial
74_1402,PVL
74_1403,Cancer Epithelial
74_1404,Cancer Epithelial
74_1405,PVL
74_1407,Cancer Epithelial
74_1408,Cancer Epithelial
74_1409,Cancer Epithelial
74_1410,Endothelial
74_1411,Cancer Epithelial
74_1412,Cancer Epithelial
74_1413,Cancer Epithelial
74_1414,Endothelial
74_1415,Cancer Epithelial
74_1416,Cancer Epithelial
74_1417,CAFs
74_1418,Endothelial
74_1419,Cancer Epithelial
74_1420,Cancer Epithelial
74_1421,Cancer Epithelial
74_1422,Cancer Epithelial
74_1423,Endothelial
74_1424,Cancer Epithelial
74_1425,Cancer Epithelial
74_1426,Cancer Epithelial
74_1427,Cancer Epithelial
74_1428,Cancer Epithelial
74_1429,CAFs
74_1430,PVL
74_1431,PVL
74_1432,Cancer Epithelial
74_1433,Endothelial
74_1434,Cancer Epithelial
74_1435,Cancer Epithelial
74_1436,Cancer Epithelial
74_1437,PVL
74_1438,Cancer Epithelial
74_1439,Cancer Epithelial
74_1440,Cancer Epithelial
74_1441,Cancer Epithelial
74_1442,Cancer Epithelial
74_1443,Cancer Epithelial
74_1444,CAFs
74_1445,Cancer Epithelial
74_1446,Cancer Epithelial
74_1447,Cancer Epithelial
74_1448,Cancer Epithelial
74_1449,Cancer Epithelial
74_1450,PVL
74_1451,Cancer Epithelial
74_1452,Cancer Epithelial
74_1453,Cancer Epithelial
74_1454,Cancer Epithelial
74_1455,Cancer Epithelial
74_1456,PVL
74_1457,CAFs
74_1458,Cancer Epithelial
74_1459,Cancer Epithelial
74_1460,Cancer Epithelial
74_1461,Endothelial
74_1462,CAFs
74_1463,PVL
74_1464,Cancer Epithelial
74_1465,Cancer Epithelial
74_1466,Cancer Epithelial
74_1467,Cancer Epithelial
74_1468,Cancer Epithelial
74_1469,CAFs
74_1470,Cancer Epithelial
74_1471,Cancer Epithelial
74_1472,CAFs
74_1473,Endothelial
74_1474,Endothelial
74_1475,Cancer Epithelial
74_1476,Cancer Epithelial
74_1477,Cancer Epithelial
74_1478,Cancer Epithelial
74_1479,Cancer Epithelial
74_1480,Cancer Epithelial
74_1481,CAFs
74_1482,Cancer Epithelial
74_1483,CAFs
74_1484,Cancer Epithelial
74_1485,Cancer Epithelial
74_1486,Cancer Epithelial
74_1487,Cancer Epithelial
74_1488,Cancer Epithelial
74_1489,CAFs
74_1490,Cancer Epithelial
74_1491,Cancer Epithelial
74_1492,Cancer Epithelial
74_1493,PVL
74_1494,Cancer Epithelial
74_1495,Cancer Epithelial
74_1496,Cancer Epithelial
74_1497,Cancer Epithelial
74_1498,Endothelial
74_1499,Endothelial
74_1500,Cancer Epithelial
74_1501,Cancer Epithelial
74_1502,Cancer Epithelial
74_1503,Cancer Epithelial
74_1504,PVL
74_1505,Cancer Epithelial
74_1506,Cancer Epithelial
74_1507,Cancer Epithelial
74_1508,PVL
74_1509,Cancer Epithelial
74_1510,Cancer Epithelial
74_1511,Cancer Epithelial
74_1512,CAFs
74_1513,Cancer Epithelial
74_1514,Cancer Epithelial
74_1515,Endothelial
74_1516,Cancer Epithelial
74_1517,Cancer Epithelial
74_1518,Cancer Epithelial
74_1519,Cancer Epithelial
74_1520,Cancer Epithelial
74_1521,Cancer Epithelial
74_1522,Cancer Epithelial
74_1523,Cancer Epithelial
74_1524,Cancer Epithelial
74_1525,Cancer Epithelial
74_1526,Cancer Epithelial
74_1527,PVL
74_1528,Cancer Epithelial
74_1529,Cancer Epithelial
74_1530,Cancer Epithelial
74_1531,Cancer Epithelial
74_1532,Cancer Epithelial
74_1533,Cancer Epithelial
74_1535,Cancer Epithelial
74_1536,Cancer Epithelial
74_1537,Cancer Epithelial
74_1538,Cancer Epithelial
74_1539,Cancer Epithelial
74_1540,Cancer Epithelial
74_1541,Cancer Epithelial
74_1542,Cancer Epithelial
74_1543,PVL
74_1544,PVL
74_1545,Cancer Epithelial
74_1546,Cancer Epithelial
74_1547,CAFs
74_1548,Cancer Epithelial
74_1549,Cancer Epithelial
74_1550,Cancer Epithelial
74_1551,Cancer Epithelial
74_1552,CAFs
74_1553,Cancer Epithelial
74_1554,Cancer Epithelial
74_1555,Cancer Epithelial
74_1556,Cancer Epithelial
74_1557,PVL
74_1558,CAFs
74_1559,Cancer Epithelial
74_1560,Cancer Epithelial
74_1561,Cancer Epithelial
74_1562,Endothelial
74_1563,Cancer Epithelial
74_1564,Cancer Epithelial
74_1565,Cancer Epithelial
74_1566,Cancer Epithelial
74_1567,Cancer Epithelial
74_1568,Cancer Epithelial
74_1569,Cancer Epithelial
74_1570,Plasmablasts
74_1571,Cancer Epithelial
74_1572,Cancer Epithelial
74_1573,Cancer Epithelial
74_1574,Cancer Epithelial
74_1575,Cancer Epithelial
74_1576,Cancer Epithelial
74_1578,Cancer Epithelial
74_1579,Cancer Epithelial
74_1580,Cancer Epithelial
74_1581,Cancer Epithelial
74_1582,Cancer Epithelial
74_1583,Cancer Epithelial
